,Id,Name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
2134,2134,PunjabiNawabi,Yes,No,3.8,312,Bannerghatta Road,Quick Bites,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",North Indian,400,Dine-out
2137,2137,PuraniDilliByAnandSweets,No,No,4.1,315,Bannerghatta Road,Quick Bites,"Chaat, Thali, Jalebi, Rajma, Paneer Tikka, Paratha, Kulfi","North Indian, Continental, Street Food",500,Dine-out
2142,2142,Cravings,Yes,No,3.7,139,Bannerghatta Road,Quick Bites,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole","North Indian, Chinese, Rolls",400,Dine-out
2147,2147,KFC,Yes,No,3.8,369,Bannerghatta Road,Quick Bites,"Rice Bowl, Paneer Zinger Burger, Burgers, Crispy Chicken, Chicken Boneless Strips","Burger, Fast Food",400,Dine-out
2148,2148,InguTengu,No,No,3.9,197,Bannerghatta Road,Quick Bites,"Vada, Masala Dosa, Coffee, Akki Rottis, Idli Chutney, Curd Rice, Ghee Roast Dosa",South Indian,150,Dine-out
2149,2149,WorldonaSwirl,No,No,3.8,46,Bannerghatta Road,"Dessert Parlor, Quick Bites",Courteous Staff,"Ice Cream, Desserts, Rolls",300,Dine-out
2158,2158,ThejasBhavan,Yes,No,3.5,27,Bannerghatta Road,Quick Bites,NA,"North Indian, South Indian, Chinese",400,Dine-out
2163,2163,OottupuraFamilyRestaurant,Yes,No,3.4,224,Bannerghatta Road,Quick Bites,"Appam, Tea, Chicken Curry, Kadala Curry, Fish, Egg Curry, Idiyappam","Kerala, South Indian, Biryani",400,Dine-out
2165,2165,DarjeelingMomosFastFoodCenter,Yes,No,3.8,37,Bannerghatta Road,Quick Bites,NA,"Fast Food, Momos",250,Dine-out
2166,2166,TheParkInnRestaurant,No,No,3.0,18,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",450,Dine-out
2168,2168,PotBiryani,Yes,No,3.1,166,Bannerghatta Road,Quick Bites,Chicken Biryani,"North Indian, Chinese, Biryani, Seafood",600,NA
2171,2171,CharleesChicken,Yes,No,3.2,35,Bannerghatta Road,Quick Bites,NA,"Rolls, Chinese, Fast Food",300,Dine-out
2175,2175,MorePizza,Yes,No,3.5,19,Bannerghatta Road,Food Court,NA,Italian,500,Dine-out
2177,2177,HungerBee,Yes,No,3.8,56,Bannerghatta Road,Quick Bites,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar","Biryani, North Indian, South Indian",500,Dine-out
2180,2180,VishalFoods,Yes,No,3.3,57,Bannerghatta Road,Quick Bites,NA,"Chinese, North Indian, Street Food",250,Dine-out
2183,2183,PizzaOnTheWay,No,No,0.0,0,Bannerghatta Road,Quick Bites,NA,Pizza,300,Dine-out
2185,2185,KumbhaBhojanam,No,No,3.6,11,Bannerghatta Road,Food Court,NA,Andhra,300,Dine-out
2190,2190,RollsOnWheels,No,No,3.4,25,Bannerghatta Road,Quick Bites,NA,"Fast Food, Rolls, Momos",300,Dine-out
2191,2191,JustShawarma,Yes,No,3.6,137,Bannerghatta Road,Quick Bites,"Fries, Whole Meat Shawarma",Arabian,300,Dine-out
2192,2192,Faasos,Yes,No,3.9,114,Bannerghatta Road,Quick Bites,"Chicken Wrap, Veggie Wrap, Rolls, Paneer Wrap","North Indian, Biryani, Fast Food",500,Dine-out
2199,2199,IdlyPidly,Yes,No,3.2,148,Bannerghatta Road,Quick Bites,Tea,South Indian,250,Dine-out
2200,2200,PizzaHut,Yes,No,2.4,204,Bannerghatta Road,Quick Bites,"Pizza, Garlic Bread, Veg Supreme",Pizza,750,Dine-out
2203,2203,IshtaCafe,Yes,No,3.9,63,Bannerghatta Road,Quick Bites,"Burgers, Masala Dosa, Millet Pizza, Falafel Wrap","Pizza, South Indian, Healthy Food",200,Dine-out
2207,2207,BhavyaMilitaryHotel,No,No,3.5,18,Bannerghatta Road,Quick Bites,NA,South Indian,300,Dine-out
2208,2208,NealsCafe,No,No,3.1,14,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",550,Dine-out
2214,2214,TheYummyTummy,No,No,3.5,13,Bannerghatta Road,Quick Bites,NA,"North Indian, Street Food",200,Dine-out
2217,2217,SantruptiSagar,No,No,2.9,34,Bannerghatta Road,Quick Bites,NA,"South Indian, Fast Food, North Indian",300,Dine-out
2226,2226,NewTandooriPoint,No,No,3.3,9,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",600,Dine-out
2230,2230,NadellasKitchen,No,No,3.2,4,Bannerghatta Road,Quick Bites,NA,"North Indian, Biryani",300,Dine-out
2233,2233,JuicyHut,No,No,3.2,9,Bannerghatta Road,Quick Bites,NA,"Juices, Fast Food",200,Dine-out
2241,2241,KanchanDhaba,No,No,3.2,4,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",350,Dine-out
2242,2242,Encyclofoodia,No,No,3.9,26,Bannerghatta Road,Quick Bites,NA,"Kerala, North Indian",350,Dine-out
2244,2244,BangalirRannaghar,No,No,2.9,58,Bannerghatta Road,Quick Bites,Noodles,"Bengali, North Indian, Chinese",250,Dine-out
2246,2246,FoodMemories,No,No,3.3,5,Bannerghatta Road,Quick Bites,NA,Fast Food,200,Dine-out
2259,2259,CafeIndiana,No,No,3.5,17,Bannerghatta Road,"Quick Bites, Dessert Parlor",NA,"Fast Food, Desserts",600,Dine-out
2261,2261,Snackiey,No,No,3.5,11,Bannerghatta Road,Quick Bites,NA,North Indian,250,Dine-out
2264,2264,SriDeviDarshan,No,No,0.0,0,Bannerghatta Road,Quick Bites,NA,South Indian,200,Dine-out
2272,2272,Foodiction,No,No,2.9,54,Bannerghatta Road,Quick Bites,NA,"North Indian, Fast Food, Chinese, Burger",500,Dine-out
2278,2278,ShivSai,No,No,3.2,4,Bannerghatta Road,Quick Bites,NA,North Indian,400,Dine-out
2279,2279,AmmachideAddukala,No,No,3.5,6,Bannerghatta Road,Quick Bites,NA,Kerala,300,Dine-out
2286,2286,NorthwayCuisine,No,No,0.0,0,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",350,Dine-out
2288,2288,SriSLVBhavan,No,No,0.0,0,Bannerghatta Road,Quick Bites,NA,South Indian,250,Dine-out
2292,2292,Chefeana,Yes,No,4.0,212,Bannerghatta Road,Quick Bites,"Paratha, Chole Bhature, Lassi, Thali, Paneer Parantha",North Indian,400,Dine-out
2297,2297,PunjabiUnplugged,Yes,No,0.0,0,Bannerghatta Road,Quick Bites,NA,North Indian,500,Dine-out
2298,2298,BiryaniRooheKhaas,Yes,No,0.0,0,Bannerghatta Road,Quick Bites,NA,"Biryani, Mughlai",400,Dine-out
2310,2310,Chaatimes,Yes,No,3.4,8,Bannerghatta Road,Quick Bites,NA,"Street Food, Fast Food",200,Dine-out
2311,2311,ParisarVegRestaurant,Yes,No,3.6,8,Bannerghatta Road,Quick Bites,NA,"Chinese, North Indian, South Indian",400,Dine-out
2512,2512,SaiJagannathFoodandChatsPoint,No,No,3.8,23,Bommanahalli,Quick Bites,NA,"South Indian, Chinese",300,Dine-out
2540,2540,MomoKing,No,No,0.0,0,Bommanahalli,Quick Bites,NA,Chinese,250,Dine-out
2562,2562,TerraceLounge,No,No,3.6,25,Bannerghatta Road,Lounge,NA,"North Indian, Chinese, Seafood",1600,Drinks & nightlife
2645,2645,FreshMenu,Yes,No,3.9,627,Banashankari,Delivery,"Salads, Sandwiches, Salad, Thai Rice, Pasta, Noodles, Pizza","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery
2650,2650,AnnaKuteera,Yes,No,4.0,771,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450,Delivery
2653,2653,KFC,Yes,No,3.8,505,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450,Delivery
2654,2654,BengaluruCoffeeHouse,Yes,No,4.1,201,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300,Delivery
2691,2691,BehrouzBiryani,Yes,No,3.9,230,Banashankari,Delivery,"Raita, Gulab Jamun, Paneer Biryani, Vegetable Biryani, Gosht Dum Biryani, Chicken Biryani, Murgh Biryani",Biryani,650,Delivery
2696,2696,UdupiRuchi,Yes,No,3.9,57,Banashankari,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",200,Delivery
2697,2697,DonneBiriyaniHouse,Yes,No,3.9,441,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Biryani",400,Delivery
2700,2700,PizzaHut,Yes,No,3.8,693,Banashankari,Casual Dining,"Supreme Pizza, Potato Wedges, Masala Lemonade, Tandoori Paneer, Exotic Garlic Bread","Pizza, Fast Food",750,Delivery
2714,2714,Faasos,Yes,No,4.2,415,Banashankari,Quick Bites,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap","North Indian, Biryani, Fast Food",500,Delivery
2718,2718,Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,100,Delivery
2720,2720,GamaGama,Yes,No,3.9,264,Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,200,Delivery
2750,2750,PizzaMane,Yes,No,3.5,32,Banashankari,Quick Bites,"French Fries, Burgers","Pizza, Sandwich, Burger, Fast Food",150,Delivery
2787,2787,ParadisePremium,Yes,No,3.1,119,Banashankari,Casual Dining,NA,"Biryani, Andhra, Hyderabadi, North Indian",700,Delivery
2807,2807,MeatAndEat,Yes,No,3.1,10,Banashankari,Quick Bites,NA,"Fast Food, Burger",500,Delivery
2819,2819,Catchupino,Yes,No,3.9,133,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery
2834,2834,DominosPizza,Yes,No,3.7,217,Wilson Garden,Quick Bites,Pizza,"Pizza, Fast Food",800,NA
2853,2853,TheGoodBowl,Yes,No,0.0,0,Basavanagudi,"Takeaway, Delivery",NA,North Indian,500,Delivery
2854,2854,ShreeMahalakshmiSweets,Yes,No,3.2,8,Banashankari,Sweet Shop,NA,"Mithai, Street Food",100,Delivery
2914,2914,MasaleDaan,Yes,No,3.1,4,Banashankari,Delivery,NA,North Indian,350,Delivery
2923,2923,MaruthiDavangereBenneDosa,Yes,No,4.0,17,Banashankari,Quick Bites,NA,South Indian,150,Delivery
2931,2931,NaviFoodPoint,Yes,No,3.6,22,Basavanagudi,Quick Bites,NA,Fast Food,200,Delivery
2953,2953,ChungWah,Yes,No,3.9,519,Banashankari,Casual Dining,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb","Chinese, Momos, Thai, Vietnamese",900,Delivery
3009,3009,LassiShop,Yes,No,3.5,45,Banashankari,Beverage Shop,NA,"Beverages, Ice Cream, Fast Food",300,Delivery
3015,3015,NewPrashanthHotel,Yes,No,3.9,388,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650,Delivery
3022,3022,VasanthViharSince,Yes,No,3.6,95,Banashankari,Quick Bites,NA,"South Indian, Street Food",150,Delivery
3041,3041,GreenGardenia,Yes,No,3.8,160,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700,Delivery
3053,3053,SGSNonVegGunduPulav,Yes,No,3.8,101,Banashankari,Quick Bites,NA,"Biryani, Fast Food",400,Delivery
3061,3061,SpiceElephant,Yes,No,4.1,787,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800,Delivery
3068,3068,DalTadkaa,Yes,No,2.5,247,Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,500,NA
3102,3102,ChamrajpetChatsAndJuiceCorner,No,No,0.0,0,Basavanagudi,Quick Bites,NA,Fast Food,150,Delivery
3127,3127,Utsav,Yes,No,3.7,59,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",200,Delivery
3130,3130,AnupamsCoastalExpress,Yes,No,4.1,179,Shanti Nagar,Casual Dining,"Neer Dosa, Murgh Ghee Roast, Thali, Sea Food, Prawn Biryani, Chicken Biryani, Fish","Seafood, Mangalorean, South Indian",600,Delivery
3155,3155,Hotboxit,No,No,3.8,36,Banashankari,Delivery,Prompt Service,"North Indian, Continental, Italian",400,Delivery
3165,3165,MultiSnackyHub,No,No,0.0,0,Basavanagudi,Quick Bites,NA,Fast Food,200,Delivery
3203,3203,CornerHouseIceCream,No,No,4.3,345,Banashankari,Dessert Parlor,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse","Ice Cream, Desserts",400,Delivery
3222,3222,Tarbouche,Yes,No,0.0,0,Jayanagar,Kiosk,NA,"Turkish, Rolls",300,Delivery
3286,3286,DrunkenMonkey,Yes,No,3.9,60,Jayanagar,"Beverage Shop, Quick Bites","Sandwiches, Fruit Juices, Choco Almond, Cheese Sandwich","Beverages, Fast Food",400,Delivery
3303,3303,VBBakery,No,No,4.2,502,Basavanagudi,Bakery,"Honey Cake, Apple Cake, Potato Bun, Fruit Cake, Bun Butter Jam, Bun Masala, Veg Puff",Bakery,150,Desserts
3304,3304,CornerHouseIceCream,No,No,4.3,372,Basavanagudi,Dessert Parlor,"Hot Chocolate Fudge, Apple Cake, Almond Fudge, Banana Split, Fudge Cake, Chocolate Sundae, Creamy Vanilla Ice Cream","Ice Cream, Desserts",400,Desserts
3305,3305,SriVenkateshwaraSweetMeatStall,No,No,4.0,98,Basavanagudi,"Sweet Shop, Quick Bites","Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri","Mithai, Street Food, North Indian, Chinese",400,Desserts
3306,3306,XOBelgianWaffle,Yes,No,3.9,56,Basavanagudi,Dessert Parlor,"Waffles, Nutella Waffle, Thick Shakes","Desserts, Beverages",400,Desserts
3308,3308,AmmasPastries,No,No,3.9,95,Basavanagudi,Dessert Parlor,"Donut, Chocolate Cheese",Bakery,400,Desserts
3310,3310,BaskinRobbins,No,No,3.7,25,Basavanagudi,Dessert Parlor,NA,"Ice Cream, Desserts",250,Desserts
3314,3314,SrinivasaBrahminsBakery,No,No,3.6,16,Basavanagudi,"Bakery, Quick Bites",NA,"Bakery, Street Food",150,Desserts
3315,3315,JainBakes,No,No,3.6,8,Basavanagudi,Bakery,NA,"Bakery, Desserts",250,Desserts
3319,3319,KCDasSweetSpot,No,No,3.6,46,Basavanagudi,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",200,Desserts
3321,3321,SriGaneshSweets,No,No,3.7,16,Basavanagudi,Sweet Shop,NA,Mithai,250,Desserts
3323,3323,SweetTruth,Yes,No,0.0,0,Basavanagudi,Bakery,NA,"Bakery, Desserts",500,Desserts
3325,3325,TheBakeryWorld,No,No,3.7,33,Basavanagudi,Dessert Parlor,NA,"Bakery, Desserts",250,Desserts
3331,3331,JustBake,Yes,No,3.3,41,Basavanagudi,Bakery,NA,"Bakery, Desserts",400,Desserts
3333,3333,ThancosNaturalIceCream,Yes,No,3.6,69,Basavanagudi,Dessert Parlor,NA,"Ice Cream, Desserts",450,Desserts
3341,3341,CakeOfTheDay,No,No,3.2,4,Basavanagudi,Bakery,NA,Bakery,150,Desserts
3342,3342,CakeArt,No,No,3.5,15,Basavanagudi,"Bakery, Quick Bites",NA,Bakery,400,Desserts
3371,3371,SugarRush,No,No,3.8,39,Banashankari,Bakery,NA,"Bakery, Desserts",300,Desserts
3373,3373,KantiSweets,Yes,No,4.0,115,Banashankari,Sweet Shop,NA,"Mithai, Street Food",400,Desserts
3387,3387,TheBigOBakes,No,No,4.0,66,Banashankari,Bakery,NA,"Bakery, Desserts",300,Desserts
3391,3391,CocoaBakes,Yes,No,3.6,14,Banashankari,Bakery,NA,"Bakery, Desserts",350,Desserts
3407,3407,CakesSlices,No,No,3.5,13,Banashankari,Bakery,NA,"Bakery, Desserts",300,Desserts
3413,3413,SweetNSwirl,No,No,3.2,17,Banashankari,Dessert Parlor,NA,"Desserts, Ice Cream",150,Desserts
3417,3417,GrandVillage,No,No,3.8,166,Basavanagudi,Casual Dining,"Panipuri, Gol Gappe","North Indian, Rajasthani",600,Dine-out
3418,3418,BharjariOota,No,No,3.9,153,Basavanagudi,Casual Dining,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",South Indian,350,Dine-out
3419,3419,Onesta,Yes,Yes,4.6,1755,Basavanagudi,"Casual Dining, Cafe","Barbeque Chicken Pizza, Mushroom Ravioli, Pasta, Lasagne, Berryblast, Mocktails, Potato Wedges","Pizza, Cafe, Italian",600,Dine-out
3420,3420,BabaChatkora,No,No,4.1,428,Basavanagudi,Casual Dining,"Chaap, Matka Lassi, Paneer Tikka, Dal Makhani, Chole Kulche, Paneer Kulcha, Paratha","North Indian, Street Food",1000,Dine-out
3424,3424,SLVCornerRestaurant,Yes,No,4.1,364,Basavanagudi,Casual Dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,Dine-out
3426,3426,SrinathjisCafe,No,No,3.8,148,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",550,Dine-out
3429,3429,Kollapuris,No,No,3.9,206,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450,Dine-out
3430,3430,Zephyr,No,No,3.9,133,Basavanagudi,Casual Dining,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian","Italian, Continental",650,Dine-out
3431,3431,NandhiniDeluxe,No,No,3.6,160,Basavanagudi,Casual Dining,Biryani,"Andhra, Chinese, North Indian",800,Dine-out
3432,3432,NisargaGardenRestaurant,No,No,3.4,51,Basavanagudi,Quick Bites,NA,"South Indian, Chinese, Desserts, Beverages",350,Dine-out
3435,3435,PrakashCafe,No,No,3.4,26,Basavanagudi,Casual Dining,NA,South Indian,700,Dine-out
3440,3440,ABVegAdyarAnandaBhavan,Yes,No,2.7,97,Basavanagudi,Casual Dining,Masala Dosa,"South Indian, Fast Food, Street Food",400,Dine-out
3445,3445,RSShivSagar,No,No,3.7,217,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450,Dine-out
3448,3448,MaAryaFamilyRestaurant,No,No,3.7,61,Basavanagudi,Casual Dining,"Mutton Biryani, Crispy Fried Chicken","Biryani, South Indian, North Indian, Chinese, Andhra",600,Dine-out
3449,3449,CafeCoffeeDay,Yes,No,2.8,30,Basavanagudi,Cafe,NA,"Cafe, Fast Food",900,Dine-out
3450,3450,PramukhFamilyRestaurant,No,No,3.9,111,Basavanagudi,Casual Dining,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts","North Indian, Chinese, Mughlai",700,Dine-out
3452,3452,NewPrashanthHotel,No,No,2.9,34,Basavanagudi,Casual Dining,NA,"South Indian, Biryani, Chinese, North Indian",750,Dine-out
3455,3455,BBThePub,No,No,3.6,29,Basavanagudi,"Casual Dining, Bar",NA,"Asian, Continental",1000,Dine-out
3456,3456,TheUpperDeckRaajResidency,Yes,No,3.6,35,Basavanagudi,Casual Dining,NA,"North Indian, Chinese",800,Dine-out
3460,3460,BellySquadFoodTruck,No,No,3.8,55,South Bangalore,Food Truck,"Biryani, Momos, Rolls","Chinese, Rolls, Biryani, Momos",300,Dine-out
3462,3462,MavalliTiffinRoomMTR,No,No,4.5,2896,Basavanagudi,Quick Bites,"Rava Idli, Filter Coffee, Ghee Masala Dosa, Badam Halwa, Upma, Raita, Rasam Rice",South Indian,250,Dine-out
3463,3463,VidyarthiBhavan,No,No,4.4,4460,Basavanagudi,Quick Bites,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",South Indian,150,NA
3465,3465,BrahminsCoffeeBar,No,No,4.8,2679,Basavanagudi,Quick Bites,"Filter Coffee, Kesari Bath, Idli Vada, Upma, Badam Milk, Kharabath, Tea",South Indian,100,Dine-out
3467,3467,KababMagic,Yes,No,4.1,1720,Basavanagudi,Quick Bites,"Grape Juice, Chicken Grill, Chicken Tikka Roll, Shawarma Roll, Chicken Shawarama, Biryani Combo, Rolls","North Indian, Kebab, Chinese, Fast Food",400,Dine-out
3471,3471,KFC,Yes,No,3.8,319,Basavanagudi,Quick Bites,"Fries, Hot Wings, Burgers, Rice Bowl","Burger, Fast Food",400,NA
3473,3473,BhavaniRestaurant,No,No,3.9,100,Basavanagudi,Quick Bites,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali","South Indian, North Indian, Chinese",300,Dine-out
3475,3475,McDonalds,Yes,No,3.6,276,Basavanagudi,Quick Bites,"Burgers, Fries, Schezwan Burger, Maharaja Mac","Burger, Fast Food",500,Dine-out
3476,3476,HotelDwarka,No,No,4.2,253,Basavanagudi,Quick Bites,"Khali Dosa, Kali Dosa, Upma, Filter Coffee, Kesari Bath, Set Dosa, Masala Dosa",South Indian,250,Dine-out
3479,3479,HariSuperSandwich,No,No,4.1,279,Basavanagudi,Quick Bites,"Chocolate Sandwich, Corn Sandwich, Chocolate Sandwiches, Lassi, Chilli Cheese, Chaat, Panipuri","Fast Food, Street Food",200,Dine-out
3481,3481,UdupiSriKrishnaBhavan,No,No,4.1,238,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",South Indian,600,Dine-out
3484,3484,IceThunder,No,No,3.8,124,Basavanagudi,Quick Bites,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers","South Indian, Fast Food, North Indian, Desserts",300,Dine-out
3486,3486,DominosPizza,Yes,No,3.9,770,Basavanagudi,Quick Bites,"Stuffed Garlic Bread, Tacos, Golden Corn Pizza, Chocolava","Pizza, Fast Food",400,Dine-out
3490,3490,Sandwichwallas,Yes,No,4.0,133,Basavanagudi,Quick Bites,"Garlic Bread, Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges",Fast Food,200,Dine-out
3494,3494,MahalaxmiTiffinRoom,No,No,4.1,181,Basavanagudi,Quick Bites,"Masala Dosa, Filter Coffee, Vada, Kali Dosa, Rava Idli, Carrot Halwa, Khali Dosa",South Indian,100,Dine-out
3496,3496,PizzaHut,Yes,No,2.9,142,Basavanagudi,Quick Bites,Garlic Bread,"Pizza, Fast Food",750,NA
3501,3501,KadalaTarangaa,Yes,No,3.7,50,Basavanagudi,Quick Bites,NA,"Seafood, Chinese, South Indian, North Indian",300,Dine-out
3503,3503,ChineseCorner,No,No,2.8,34,Basavanagudi,Quick Bites,NA,Chinese,200,Dine-out
3504,3504,BasavanagudiMylari,No,No,4.0,53,Basavanagudi,Quick Bites,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",South Indian,300,Dine-out
3508,3508,Subway,Yes,No,3.8,177,Basavanagudi,Quick Bites,"Chocolate Cookies, Mexican Patty, Double Chocolate Cookie, Veggie Delight","Salad, Fast Food, Sandwich, Healthy Food",500,Dine-out
3509,3509,NewModernHotel,No,No,4.2,280,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vada, Idli, Puri Saagu, Upma, Set Dosa",South Indian,150,Dine-out
3511,3511,SriKrishnaVeg,No,No,3.5,4,Basavanagudi,Quick Bites,NA,South Indian,100,Dine-out
3513,3513,GaneshChats,No,No,3.7,8,Basavanagudi,Quick Bites,NA,"Street Food, Fast Food",100,Dine-out
3515,3515,HotelJanatha,No,No,4.1,52,Basavanagudi,Quick Bites,"Masala Dosa, Rava Dosa, Khali Dosa, Vada, Filter Coffee, Kali Dosa, Kesari Bath",South Indian,150,Dine-out
3519,3519,NammuraDonneBiriyani,Yes,No,3.5,160,Basavanagudi,Quick Bites,NA,"Mughlai, Biryani",400,Dine-out
3520,3520,Chaatimes,Yes,No,3.9,142,Basavanagudi,Quick Bites,"Dabeli, Faluda, Masala Poori, Tokri Chaat, Sandwiches, Pav Bhaji, Basket Chat","Street Food, Fast Food",200,Dine-out
3523,3523,ShreeVenkateshwaraNorthKarnatakaHotel,No,No,4.0,65,Basavanagudi,Quick Bites,"Buttermilk, Jolada Rotti",South Indian,200,Dine-out
3524,3524,Faasos,Yes,No,3.4,6,Jayanagar,Quick Bites,NA,"North Indian, Biryani, Fast Food",500,Dine-out
3525,3525,AaharCafe,No,No,0.0,0,Basavanagudi,Quick Bites,NA,South Indian,100,Dine-out
