,Id,Name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
51082,51082,HotelKaravaliBeach,Yes,No,3.5,19,Seshadripuram,Casual Dining,NA,"Seafood, Mangalorean, Chinese",500,Dine-out
51083,51083,WestWood,No,Yes,3.7,113,Seshadripuram,Casual Dining,"Breakfast Buffet, Fish","North Indian, Chinese, Continental",1000,NA
51085,51085,TataCha,Yes,No,3.2,9,Malleshwaram,"Beverage Shop, Cafe",NA,"Cafe, Tea, North Indian",500,Dine-out
51086,51086,SriSaiRams,No,No,4.2,62,Malleshwaram,Quick Bites,"Chaat, Chips, Dahipuri, Masala Poori",Street Food,200,Dine-out
51087,51087,HoligeMane,Yes,No,4.1,56,Malleshwaram,Quick Bites,NA,South Indian,100,Dine-out
51088,51088,HighTeaPartyCafe,Yes,No,3.9,72,Malleshwaram,Cafe,"Cheese Balls, Mushroom Pasta, Paneer Pizza, Chicken Peri Peri Sizzler, Chips","Cafe, Continental, Steak, Italian",500,Dine-out
51089,51089,TLPCafe,Yes,No,3.9,252,Malleshwaram,Cafe,"Coffee, Sandwich, Mudpie, Sandwiches, Rainbow Cake, White Sauce Pasta, Rainbow Pastry","Cafe, Italian",400,Dine-out
51090,51090,MehfilFamilyRestaurant,Yes,No,3.0,81,Malleshwaram,Quick Bites,NA,North Indian,750,Dine-out
51091,51091,ChettysCorner,No,No,4.0,52,Malleshwaram,Quick Bites,"Sandwiches, Sandwich, Bun Nippat Cheese","Fast Food, Pizza, Sandwich",250,Dine-out
51092,51092,SwathiRestaurant,No,No,3.8,34,Seshadripuram,Casual Dining,NA,"Chinese, North Indian, South Indian",600,Dine-out
51093,51093,Sagar,No,No,3.6,101,Vijay Nagar,Casual Dining,"Masala Dosa, Roti, Vada","South Indian, North Indian, Chinese",500,Dine-out
51094,51094,PizzaStop,Yes,No,2.9,57,Malleshwaram,Quick Bites,NA,"Pizza, Italian",600,Dine-out
51095,51095,Flodeis,Yes,No,3.4,10,Vijay Nagar,Dessert Parlor,NA,"Desserts, Ice Cream, Beverages",300,Dine-out
51096,51096,RajannaMilitaryHotel,No,No,3.7,49,Magadi Road,Quick Bites,NA,Biryani,300,Dine-out
51097,51097,Chaatimes,Yes,No,3.9,115,Malleshwaram,Quick Bites,"Dabeli, Masala Poori, Misal Pav, Dahipuri, Papdi Chaat, Panipuri, Pav Bhaji","Street Food, Fast Food",200,Dine-out
51098,51098,TheGoldenMetro,Yes,No,3.6,70,Seshadripuram,Casual Dining,NA,"North Indian, Mughlai, Chinese, Continental",800,Dine-out
51099,51099,MalleshwaramHoligeMane,No,No,3.5,7,Malleshwaram,Quick Bites,NA,South Indian,200,Dine-out
51100,51100,VegByNature,No,No,2.9,57,Malleshwaram,Quick Bites,"Chilli Paneer, Manchurian, Aloo Paratha, Dahipuri",North Indian,300,Dine-out
51101,51101,SukhSagarExpress,Yes,No,3.7,89,Malleshwaram,Food Court,"Thali, Chaat, Roti, Sandwiches","North Indian, Chinese, Fast Food, Street Food",500,Dine-out
51102,51102,Quickies,Yes,No,3.9,87,Seshadripuram,Quick Bites,"Maggi, Sandwiches, Rolls","Fast Food, Rolls",200,Dine-out
51103,51103,DonneBiryaniHouse,Yes,No,3.8,59,Malleshwaram,Quick Bites,NA,"Andhra, Biryani",300,Dine-out
51104,51104,VijayalakshmiVeg,No,No,0.0,0,Malleshwaram,Quick Bites,NA,South Indian,200,Dine-out
51105,51105,TastyParadise,Yes,No,3.7,98,Malleshwaram,Casual Dining,NA,"North Indian, Mughlai, Chinese, Beverages",550,Dine-out
51107,51107,SrushtiCoffee,No,No,3.4,9,Malleshwaram,Quick Bites,NA,South Indian,300,Dine-out
51108,51108,UdupiUpachar,No,No,3.3,6,Magadi Road,Quick Bites,NA,"South Indian, North Indian, Chinese",250,Dine-out
51109,51109,GritsCafe,Yes,No,3.6,15,Magadi Road,Quick Bites,NA,"Fast Food, Bakery",300,Dine-out
51111,51111,Upsouth,Yes,No,4.2,470,Malleshwaram,Food Court,"Filter Coffee, Elaneer Mousse, Tea, Poori Bhaji, Vada, Buttermilk, Mini Idlis",South Indian,300,Dine-out
51112,51112,ChilliesRestaurant,No,No,3.7,24,Majestic,Casual Dining,NA,"North Indian, South Indian, Chinese",500,Dine-out
51113,51113,FalafelsTheLebaneseHaus,No,No,3.9,47,Malleshwaram,Quick Bites,"Shawarma, Chicken Shawarama, Falafel Wrap, Lemonade",Lebanese,300,Dine-out
51114,51114,Cinnamon,No,No,3.7,28,Seshadripuram,Casual Dining,NA,"North Indian, Asian, Continental",1000,Dine-out
51115,51115,Dhadoom,Yes,No,4.0,58,Malleshwaram,Food Court,"Fries, Sandwich, Paan Shake, Pasta, Sandwiches, Noodles, Pizza","North Indian, Street Food, Pizza, Burger, Sandwich",300,Dine-out
51116,51116,CoastalExpress,Yes,No,3.4,37,Malleshwaram,Quick Bites,NA,"North Indian, Chinese, Biryani, Seafood, Fast Food, Beverages",500,Dine-out
51117,51117,NeethusKitchenRestaurant,No,No,2.9,11,Majestic,Quick Bites,NA,"North Indian, Chinese, South Indian",400,Dine-out
51118,51118,TheOrchid,No,No,3.7,55,Majestic,Casual Dining,NA,"North Indian, Continental",1400,Dine-out
51119,51119,HotelKaravali,No,No,3.6,14,Vijay Nagar,Quick Bites,NA,"South Indian, Chinese",400,Dine-out
51121,51121,GowdaraHatti,Yes,No,3.7,30,Malleshwaram,Quick Bites,NA,South Indian,300,Dine-out
51122,51122,HotCoffee,No,No,3.9,46,Vijay Nagar,Quick Bites,NA,South Indian,100,Dine-out
51123,51123,RRBiriyani,No,No,3.7,21,Malleshwaram,Quick Bites,NA,Biryani,300,Dine-out
51124,51124,SultansRestaurant,Yes,No,3.2,37,Magadi Road,Quick Bites,NA,"Hyderabadi, Biryani",200,Dine-out
51125,51125,Amantrana,No,No,3.2,15,Magadi Road,Casual Dining,NA,"North Indian, South Indian",800,Dine-out
51126,51126,Uttarkhand,No,No,3.0,21,Seshadripuram,Casual Dining,NA,"Chinese, North Indian, Continental",700,Dine-out
51128,51128,ArtCafe,No,No,3.5,7,Malleshwaram,Cafe,NA,Cafe,1000,Dine-out
51130,51130,NewUdupiGrandHotel,No,No,3.2,5,Magadi Road,Quick Bites,NA,"South Indian, North Indian, Chinese",250,Dine-out
51133,51133,GrubbyGs,No,No,3.3,4,Malleshwaram,Casual Dining,NA,"Continental, North Indian",1500,Dine-out
51135,51135,PolarBear,Yes,No,4.1,166,Malleshwaram,Dessert Parlor,"Sandwiches, Brownie Fudge, Hot Chocolate Fudge, Cheese Sandwich, Coffee, Grilled Sandwich","Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out
51136,51136,AkshathaNatiStyle,No,No,3.7,20,Vijay Nagar,Quick Bites,NA,"South Indian, Chinese, North Indian",500,Dine-out
51137,51137,MatsyaLunchHome,Yes,No,3.8,13,Malleshwaram,Quick Bites,NA,Mangalorean,400,Dine-out
51138,51138,TheRasoi,No,No,3.7,33,Seshadripuram,Casual Dining,NA,"North Indian, Chinese, Hyderabadi",650,Dine-out
51141,51141,UtsavaGrand,No,No,3.6,14,Majestic,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Dine-out
51142,51142,Nebula,No,No,3.3,6,Malleshwaram,Casual Dining,NA,"North Indian, Chinese, Thai, Italian, South Indian",700,Dine-out
51143,51143,LakshmiMess,No,No,3.3,13,Malleshwaram,Mess,NA,South Indian,200,Dine-out
51144,51144,MumbaiSpice,Yes,No,3.7,100,Malleshwaram,Quick Bites,"Paratha, Vada Pav, Thali, Lassi, Manchurian","North Indian, Chinese",400,NA
51146,51146,TheBiryaniCulture,Yes,No,3.2,9,Malleshwaram,Food Court,NA,North Indian,500,Dine-out
51147,51147,SizzlingChina,Yes,No,2.9,23,Malleshwaram,Food Court,NA,Chinese,300,Dine-out
51148,51148,CafeBengaluru,No,No,3.3,47,Magadi Road,Quick Bites,NA,"Fast Food, Beverages",300,NA
51152,51152,SrushtiVeg,No,No,3.3,6,Majestic,Casual Dining,NA,"North Indian, South Indian, Chinese",600,Dine-out
51153,51153,SwathiDelux,No,No,3.2,11,Majestic,Casual Dining,NA,"North Indian, Chinese, Andhra",450,Dine-out
51155,51155,Subway,Yes,No,2.4,71,Malleshwaram,"Quick Bites, Food Court","Salad, Sandwich","Healthy Food, Salad, Fast Food",500,Dine-out
51156,51156,CrazyPizza,No,No,3.4,5,Malleshwaram,"Food Court, Quick Bites",NA,"Pizza, Fast Food",400,Dine-out
51157,51157,SaiCafeVeg,No,No,3.5,11,Malleshwaram,Quick Bites,NA,Fast Food,250,Dine-out
51162,51162,HareKrishna,No,No,2.9,16,Majestic,Quick Bites,NA,"North Indian, South Indian, Chinese",300,Dine-out
51163,51163,FoodSquare,Yes,No,3.2,4,Malleshwaram,Quick Bites,NA,"Chinese, Street Food, Rolls",250,Dine-out
51164,51164,AlTajFastFood,Yes,No,3.2,4,Vijay Nagar,Quick Bites,NA,"Fast Food, North Indian, South Indian, Chinese",600,Dine-out
51165,51165,AlSadique,Yes,No,3.9,185,Magadi Road,Quick Bites,"Biryani, Pepper Chicken","North Indian, Mughlai, Chinese, Rolls",450,NA
51167,51167,Currylicious,No,No,3.1,49,Malleshwaram,Food Court,"Neer Dosa, Thali, Ghee Rice, Sea Food, Paratha","South Indian, Mangalorean, Kerala",800,Dine-out
51168,51168,GaneshFoodJoint,No,No,3.6,101,Malleshwaram,Quick Bites,NA,"South Indian, North Indian, Chinese",200,Dine-out
51169,51169,KaatiZone,No,No,2.8,26,Malleshwaram,Quick Bites,NA,"Fast Food, Biryani, Rolls",350,Dine-out
51170,51170,AaharaVihar,No,No,3.5,13,Malleshwaram,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Dine-out
51171,51171,Marhaba,Yes,No,2.7,72,Malleshwaram,Food Court,"Chicken Grill, Falafel, Mint Lemonade, Thali","North Indian, Lebanese, Rolls",550,NA
51173,51173,CauveryPunjabiKhana,No,No,3.4,11,Majestic,Quick Bites,NA,"North Indian, South Indian",300,Dine-out
51174,51174,PavanaVegRestaurant,No,No,3.1,12,Majestic,Quick Bites,NA,"North Indian, South Indian, Chinese, Street Food",300,Dine-out
51184,51184,ParinithaBiryaniCorner,Yes,No,3.3,5,Magadi Road,Quick Bites,NA,"Biryani, Kebab",300,Dine-out
51187,51187,BhanuHindiMilitaryHotel,Yes,No,3.4,7,Magadi Road,Quick Bites,NA,South Indian,300,Dine-out
51188,51188,IndianChickenBiryaniPoint,No,No,3.1,6,Vijay Nagar,Quick Bites,NA,Biryani,250,Dine-out
51189,51189,SriVenkateshwarBhavan,No,No,3.5,7,Malleshwaram,Quick Bites,NA,"South Indian, Chinese, Seafood",200,Dine-out
51190,51190,HotelVaishali,No,No,3.6,20,Malleshwaram,Quick Bites,NA,South Indian,150,Dine-out
51192,51192,DosaCafe,No,No,3.4,7,Vijay Nagar,Quick Bites,NA,South Indian,80,Dine-out
51193,51193,HotelShriRaghavendra,No,No,3.0,6,Majestic,Quick Bites,NA,"South Indian, North Indian",150,Dine-out
51194,51194,DonneBiriyaniMane,No,No,2.8,28,Majestic,Quick Bites,NA,"Biryani, Chinese, North Indian",300,Dine-out
51195,51195,GPSKaapiThindi,No,No,3.5,14,Malleshwaram,Quick Bites,NA,Street Food,150,Dine-out
51197,51197,PureNatural,No,No,2.6,30,Malleshwaram,Quick Bites,"Sandwiches, Salad, Corn Soup","Healthy Food, Beverages, Fast Food",500,Dine-out
51200,51200,KarnatakaBriyanipoint,No,No,3.2,5,Peenya,Quick Bites,NA,"North Indian, Chinese",300,Dine-out
51201,51201,MayurVegRestaurant,No,No,0.0,0,Vijay Nagar,Quick Bites,NA,"South Indian, Chinese, North Indian, Juices",250,Dine-out
51202,51202,JameelaHotel,No,No,3.3,9,Magadi Road,Quick Bites,NA,Biryani,200,Dine-out
51205,51205,MaGaDi,No,No,3.3,12,Vijay Nagar,Casual Dining,NA,"North Indian, South Indian, Chinese",800,Dine-out
51206,51206,GrillBiryanis,No,No,3.1,8,Malleshwaram,Quick Bites,NA,"Biryani, North Indian",500,Dine-out
51207,51207,EmpireJuiceShop,No,No,2.7,43,Malleshwaram,Beverage Shop,Mosambi Juice,Juices,150,Dine-out
51208,51208,FourSeasonsFastFood,No,No,3.3,20,Malleshwaram,Quick Bites,NA,"North Indian, Chinese, Biryani",400,Dine-out
51209,51209,NewSaviSagar,Yes,No,3.3,4,Magadi Road,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",200,Dine-out
51210,51210,Maiyas,Yes,No,3.9,291,Malleshwaram,"Quick Bites, Bakery","Masala Dosa, Akki Rottis, Filter Coffee, Tea, Bonda Soup, Puri Saagu, Vada","South Indian, North Indian, Chinese, Bakery, Desserts",300,Dine-out
51211,51211,KhanSahebGrillsandRolls,Yes,No,2.7,24,Malleshwaram,"Food Court, Quick Bites",NA,"Fast Food, Rolls",400,Dine-out
51212,51212,StikSnax,No,No,2.7,21,Malleshwaram,Quick Bites,NA,Fast Food,300,Dine-out
51213,51213,NaatiManae,Yes,No,2.7,25,Malleshwaram,Food Court,NA,"North Indian, South Indian, Chinese, Biryani",700,Dine-out
51215,51215,ABiriyaniPoint,No,No,3.0,10,Seshadripuram,Quick Bites,NA,Biryani,200,Dine-out
51216,51216,Sbarro,No,No,2.8,270,Malleshwaram,Food Court,"Garlic Bread, Chicken Keema Pizza, Bbq Chicken, White Sauce Pasta, Veg Supreme, Paneer Pizza, Capsicum Pizza",Pizza,500,Dine-out
51219,51219,ChordRoadRestoBar,No,No,3.2,97,Rajajinagar,"Casual Dining, Lounge",Tandoori Fish,"North Indian, South Indian, Chinese",1000,NA
51222,51222,HighUltraLounge,No,Yes,4.1,4781,Malleshwaram,"Lounge, Casual Dining","Cocktails, Salmon Sushi, Jumbo Prawns, Chocolate Cake, Mocktails, Pad Thai Noodle, Sushi Platter","Japanese, Thai, Chinese, Korean",2600,NA
51224,51224,DistrictPubBreweryKitchen,No,No,4.3,2324,Malleshwaram,Microbrewery,"Mushroom Tikka, Nachos, Wheat Beer, Dahi Kebab, Cocktails, Tiramisu, Chicken Tikka","German, European, Pizza, American, North Indian, Chinese",1800,NA
51227,51227,TheStudioBar,No,No,4.0,777,Malleshwaram,Lounge,"Beer, Cocktails, Pork Chilli, Pandi Curry, Steak, Crispy Chicken, Pasta","Italian, American, North Indian",1400,Drinks & nightlife
51231,51231,BluO,No,Yes,4.1,405,Malleshwaram,Lounge,"Mocktails, Cocktails, Beer, Nachos, Fries","Continental, North Indian",1500,Drinks & nightlife
51238,51238,WoodRose,No,No,3.3,8,Seshadripuram,Lounge,NA,"North Indian, Chinese, Continental",1000,Drinks & nightlife
51241,51241,Sloshed,No,Yes,3.9,96,Basaveshwara Nagar,"Pub, Casual Dining","Beer, Pasta","Arabian, Chinese, Continental, North Indian, Finger Food",1200,NA
51243,51243,Jetlag,No,Yes,4.3,1103,Rajajinagar,"Bar, Casual Dining","Cocktails, Pasta, Pizza, Vegetable Biryani, Nachos, Chicken Achari Tikka, Mocktails","Finger Food, Continental, North Indian, Italian, Japanese",1650,NA
51245,51245,Stories,Yes,Yes,4.6,2423,Rajajinagar,"Casual Dining, Bar","Butter Chicken, Mocktails, Pizza, Virgin Mojito, Nachos, Cocktails, Egg Chilli","Continental, North Indian, Chinese",1100,NA
51247,51247,KavaFairfieldbyMarriott,No,Yes,4.0,617,Rajajinagar,"Fine Dining, Bar","Pasta, Cocktails, Sunday Brunch, Orange Mousse, Salads, Chicken Dum Biryani, Kheer","North Indian, South Indian, Continental",1800,Pubs and bars
51248,51248,NandhanaPalace,No,No,4.0,930,Rajajinagar,"Casual Dining, Bar","Bamboo Chicken, Fish Curry, Chicken Guntur, Chicken Fry, Mutton Biryani, Mutton Chops, Chicken Kshatriya","Andhra, Biryani, North Indian, Chinese",800,Pubs and bars
51249,51249,Mayura,No,No,3.7,103,Rajajinagar,"Casual Dining, Bar","Biryani, Murgh Ghee Roast, Cocktails","Andhra, Continental, Chinese",900,Pubs and bars
51250,51250,KavaBarFairfieldByMarriott,No,No,3.4,10,Rajajinagar,Bar,NA,"North Indian, South Indian, Continental",1800,Pubs and bars
51251,51251,WestinVyasaParadise,No,No,3.4,8,Rajajinagar,"Casual Dining, Bar",NA,"North Indian, South Indian, Chinese",800,Pubs and bars
51252,51252,WhiteSmokeBarbequeFairfieldbyMarriott,No,No,4.0,84,Rajajinagar,"Casual Dining, Bar","Lamb Chops, Strawberry Daiquiri, Truffle, Bbq, Chicken Kebab, Nachos, Karara Paneer","Mediterranean, BBQ",1200,NA
51254,51254,CaveNDine,Yes,Yes,3.1,405,Basaveshwara Nagar,"Casual Dining, Bar","Cocktails, Paneer Tikka, Jeera Rice, Egg Pakora, Sea Food, Roti, Vegetable Biryani","North Indian, Chinese, Seafood",800,Pubs and bars
51255,51255,PlanetIBar,No,No,3.6,23,Basaveshwara Nagar,"Casual Dining, Bar",NA,"Continental, Chinese, North Indian, Finger Food",1200,Pubs and bars
51256,51256,ChilisAmericanGrillBar,Yes,Yes,4.8,6470,Malleshwaram,"Casual Dining, Bar","Veg Platter, Burgers, Mushroom Soup, Cocktails, Nachos, Lemon Margarita, Chicken Fajita","American, Tex-Mex, Burger, BBQ, Mexican",1400,NA
51258,51258,ThePub,Yes,No,4.2,1734,Malleshwaram,Pub,"Beer, Dragon Chicken, Mojito, Cocktails, Murgh Platter, Mocktails, Sea Food","Chinese, Continental, North Indian",1400,Pubs and bars
51259,51259,RBarRenaissanceHotelBengaluru,No,Yes,4.2,167,Race Course Road,"Bar, Casual Dining",Cocktails,Continental,1400,Pubs and bars
51260,51260,Hatch,Yes,Yes,4.2,471,Malleshwaram,"Casual Dining, Bar","Cocktails, Appam, Beer, Murgh Ghee Roast, Mocktails, Pizza, Cheese Balls","North Indian, Mangalorean, Seafood",1200,Pubs and bars
51261,51261,TheBeerCafe,No,No,4.1,742,Malleshwaram,Pub,"Beer, Cocktails, Garden Pizza, Chicken Tikka, Spring Roll, Chips, Chicken Wings","Finger Food, North Indian, Italian",1500,NA
51263,51263,GsGulpGroove,Yes,Yes,4.1,664,Malleshwaram,"Bar, Casual Dining","Peri Peri Chicken, Beer, Pasta, Nachos, Cocktails, Pizza, Dragon Prawn","Finger Food, Continental, Chinese",1100,Pubs and bars
51264,51264,WhiteHorse,No,Yes,3.7,96,Malleshwaram,Bar,French Chicken,"Finger Food, Chinese, North Indian",1100,Pubs and bars
51265,51265,SwathiGreenland,Yes,No,3.7,174,Vijay Nagar,"Casual Dining, Bar","Beer, Chilli Chicken, Naan, Chicken Biryani, Tandoori Chicken, Chicken Guntur, Neer Dosa","Andhra, North Indian, Chinese",800,Pubs and bars
51266,51266,AlfrescobyBeneSheratonGrandBangaloreHotelat,No,Yes,3.7,77,Malleshwaram,"Bar, Casual Dining","Cocktails, Pizza",Continental,2000,Pubs and bars
51267,51267,SamudraBarRestaurant,No,No,2.9,35,Seshadripuram,"Casual Dining, Bar",NA,"North Indian, Mughlai, Chinese",800,Pubs and bars
51268,51268,AmazingBluePub,No,No,3.4,10,Seshadripuram,Pub,NA,Finger Food,900,Pubs and bars
51269,51269,GlacierCitrineHotel,No,No,3.6,27,Seshadripuram,Bar,NA,"Finger Food, North Indian, Chinese",1000,Pubs and bars
51270,51270,SangeethaBarRestaurant,No,No,3.4,11,Seshadripuram,"Bar, Casual Dining",NA,"North Indian, South Indian",800,Pubs and bars
51391,51391,Starbucks,No,No,3.9,37,MG Road,Cafe,NA,"Cafe, Desserts",700,Cafes
51399,51399,HajiAliJuiceCentre,No,No,3.8,23,MG Road,"Beverage Shop, Quick Bites",NA,"Beverages, Cafe, Juices, Fast Food",350,Cafes
51407,51407,CafeAladdin,No,No,3.9,74,St. Marks Road,Cafe,Friendly Staff,"Cafe, Chinese",500,NA
51413,51413,SwatiCafe,No,No,2.9,8,Shanti Nagar,Cafe,NA,"Cafe, Fast Food",500,Cafes
51423,51423,KalmaneKoffees,No,No,3.6,47,Brigade Road,Cafe,"Filter Coffee, Cafe Mocha, Blueberry Muffin",Cafe,350,Cafes
51438,51438,SaveraCafe,Yes,No,3.6,11,Shivajinagar,Cafe,NA,Cafe,50,Cafes
51446,51446,eatfit,Yes,No,4.4,882,Indiranagar,Delivery,"Salads, Sandwiches, Chicken Curry, Dal Makhani, Paratha, Noodles, Apple Mojito","Healthy Food, North Indian, Biryani, Continental, Desserts",500,NA
51448,51448,FreshMenu,Yes,No,3.6,385,Central Bangalore,Delivery,"Salads, Burgers, Salad, Potato Wedges, Chicken Dum Biryani, Pizza, Noodles","Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",450,Delivery
51449,51449,DonneBiriyaniHouse,Yes,No,4.0,496,Indiranagar,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300,Delivery
51451,51451,BOXDesiMeals,Yes,No,4.3,295,Residency Road,"Takeaway, Delivery","Dal Makhani, Chicken Curry, Sandwiches, Paratha, Butter Chicken","North Indian, Mughlai, Fast Food",500,Delivery
51452,51452,SandhyaVeg,Yes,No,3.6,60,Brigade Road,Quick Bites,NA,"South Indian, Chinese",150,Delivery
51453,51453,SriGaneshJuiceJunction,Yes,No,3.6,133,Koramangala 8th Block,Beverage Shop,NA,"Juices, Fast Food",150,Delivery
51454,51454,NewTaj,Yes,No,3.2,122,Ulsoor,Quick Bites,NA,"North Indian, Chinese",300,Delivery
51455,51455,BehrouzBiryani,Yes,No,4.0,115,Residency Road,Delivery,"Gulab Jamun, Basmati Rice, Paneer Subz Biryani, Gosht Dum Biryani, Chicken Biryani",Biryani,650,Delivery
51456,51456,Tadkawala,Yes,No,3.4,87,Vasanth Nagar,"Takeaway, Delivery","Veg Thali, Salad",North Indian,200,Delivery
51458,51458,PunjabiDhaba,Yes,No,3.4,360,Ejipura,Quick Bites,"Butter Chicken, Paratha",North Indian,350,Delivery
51460,51460,MotoStoreCaf,Yes,No,4.2,385,Ulsoor,Cafe,"Wedges, Maggi, Burgers, Waffles, Margherita Pizza, Aam Panna, Tea","Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500,Delivery
51461,51461,EnergyAddaa,Yes,No,4.2,69,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Delivery
51467,51467,PathaanSir,Yes,No,3.8,93,Frazer Town,Quick Bites,"Rolls, Fries, Egg Roll","Rolls, Chinese",300,Delivery
51469,51469,MojoPizzaXToppings,Yes,No,4.3,30,Residency Road,"Takeaway, Delivery","Garlic Bread, Chocolava, House Pizza, Spicy Paneer Pizza",Pizza,600,Delivery
51470,51470,EmpireRestaurant,Yes,No,4.0,3286,Church Street,Casual Dining,"Paneer Tikka, Bheja Fry, Ghee Rice, Jumbo Shawarma, Brain Fry, Raita, Biryani","North Indian, Mughlai, South Indian, Chinese",750,NA
51475,51475,Faasos,Yes,No,4.0,114,Vasanth Nagar,Delivery,"Rolls, Veggie Wrap, Biryani, Paratha, Cheesy Chicken Wrap","North Indian, Biryani, Fast Food",500,Delivery
51476,51476,BangaloreShadiBiriyani,Yes,No,3.5,57,Vasanth Nagar,Quick Bites,NA,"Chinese, North Indian, Biryani",150,Delivery
51480,51480,ShanthiSagar,Yes,No,4.0,208,Ulsoor,Quick Bites,"Coffee, Roti, Vada Pav","South Indian, North Indian, Chinese, Juices",250,NA
51482,51482,Sagar,Yes,No,4.0,152,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600,Delivery
51485,51485,OvenstoryPizza,Yes,No,3.9,106,Vasanth Nagar,Delivery,"Pizza, Chocolava",Pizza,800,Delivery
51486,51486,PizzaHut,Yes,No,3.8,236,Shanti Nagar,Quick Bites,"Garlic Bread, Paneer Pizza, Supreme Pizza, Tandoori Paneer","Pizza, Fast Food",750,Delivery
51487,51487,DonneBiryaniHatti,Yes,No,3.6,30,Vasanth Nagar,Quick Bites,NA,Biryani,300,Delivery
51489,51489,ShawarmaTime,Yes,No,3.7,82,Ulsoor,Quick Bites,NA,Arabian,300,Delivery
51490,51490,KFC,Yes,No,3.6,212,Cunningham Road,Quick Bites,"Burgers, Crispy Chicken, Chicken Zinger Burger, French Fries, Chicken Fries, Hot Wings","Burger, Fast Food",400,Delivery
51491,51491,RichieRich,Yes,No,4.0,631,Race Course Road,"Dessert Parlor, Quick Bites","Tawa Pulav, Faluda, Pav Bhaji, Ice Cream Sundae, Brownie, Hot Chocolate Fudge, Fruit Salad","Desserts, Beverages, Fast Food, Ice Cream",450,Delivery
51492,51492,RajastaniRasoi,No,No,3.2,6,Basavanagudi,Quick Bites,NA,North Indian,100,Delivery
51493,51493,HotelDilCoorg,Yes,No,3.7,80,Ulsoor,Quick Bites,NA,"North Indian, South Indian",300,Delivery
51494,51494,MasalaCentral,Yes,No,3.8,79,Frazer Town,Quick Bites,"Sandwiches, Tea, Masala Chai, Pasta, Maggi, Sandwich, Chicken Burger",North Indian,300,Delivery
51496,51496,TheGoodBowl,Yes,No,3.6,11,Vasanth Nagar,"Takeaway, Delivery",NA,"Italian, North Indian, Biryani",500,Delivery
51500,51500,IshtaUpahar,Yes,No,3.6,44,Ulsoor,Quick Bites,NA,South Indian,100,Delivery
51501,51501,XpressBiryani,Yes,No,4.3,152,Ulsoor,Casual Dining,"Butter Chicken Biryani, Gulab Jamun, Chicken Afghani Biryani, Chicken Tikka Biryani, Dal Bukhara, Hara Bhara Kebab, Mutton Keema","Biryani, North Indian, Kebab",650,Delivery
51506,51506,BurgerKing,Yes,No,4.0,661,Commercial Street,Quick Bites,"Burgers, Chicken Tandoori Grill Burger, Cheesy Chicken Fries, Chicken Whopper, Whopper Burger, Tandoor Chicken Burger, Mutton Whopper","Burger, Fast Food, Beverages",600,Delivery
51509,51509,EatAtNite,Yes,No,3.3,82,Frazer Town,"Takeaway, Delivery","Andhra Chicken Curry, Hyderabadi Chicken Dum Biryani, Fried Rice","North Indian, Chinese, Rolls, Andhra",400,Delivery
51518,51518,TheMilkshakeTheory,Yes,No,3.2,40,Lavelle Road,Beverage Shop,NA,"Beverages, Fast Food",400,Delivery
51519,51519,UBQbyBarbequeNation,Yes,No,3.3,11,MG Road,Delivery,NA,"North Indian, BBQ, Biryani, Kebab",450,Delivery
51520,51520,BombaySandwichCompany,Yes,No,3.0,41,Indiranagar,Delivery,"Sandwiches, Falafal Sandwich","Sandwich, Beverages",400,NA
51523,51523,NHRefuel,Yes,No,3.5,18,Ulsoor,Quick Bites,NA,"North Indian, Chinese, Biryani",400,Delivery
51535,51535,AnnaKuteera,No,No,3.8,62,St. Marks Road,Casual Dining,"Panner Tikka, Coffee, Vada, Idli","South Indian, North Indian, Chinese",400,Delivery
51536,51536,FirangiBake,Yes,No,4.0,70,Koramangala 8th Block,Delivery,"Lasagne, Chicken Masala, Garlic Bread","Mexican, Italian",600,Delivery
51537,51537,Chowmein,Yes,No,4.0,280,Seshadripuram,Casual Dining,"Noodles, Chicken Noodle, Chop Suey, Chowmein, Rolls, Clear Soup, Chinese Bhel","North Indian, Chinese, Thai, Momos",600,Delivery
51540,51540,Tayabbs,Yes,No,3.0,9,Frazer Town,Quick Bites,NA,"Rolls, North Indian, Fast Food",500,Delivery
51543,51543,ChaiPoint,Yes,No,3.9,272,MG Road,"Beverage Shop, Quick Bites","Banana Cake, Ginger Tea, Samosa, Chicken Sandwich, Masala Chai, Ginger Chai, Masala Tea","Fast Food, Beverages",250,Delivery
51544,51544,AscharyaHotel,Yes,No,3.4,11,Koramangala 5th Block,Quick Bites,NA,"Mangalorean, South Indian",300,Delivery
